Item_Weight,Item_Fat_Content,Item_Visibility,Item_MRP,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,source,Years_Operating,Item_Price_Range,I_T_Baking Goods,I_T_Breads,I_T_Breakfast,I_T_Canned,I_T_Dairy,I_T_Frozen Foods,I_T_Fruits and Vegetables,I_T_Hard Drinks,I_T_Health and Hygiene,I_T_Household,I_T_Meat,I_T_Others,I_T_Seafood,I_T_Snack Foods,I_T_Soft Drinks,I_T_Starchy Foods,O_I_OUT010,O_I_OUT013,O_I_OUT017,O_I_OUT018,O_I_OUT019,O_I_OUT027,O_I_OUT035,O_I_OUT045,O_I_OUT046,O_I_OUT049,I_T_C_Drinks,I_T_C_Food,I_T_C_Non-Consumable
7.535,0,0.060343599372674875,121.044,1,3,3.0,2396.88,train,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
7.905,0,0.010003987,250.7408,2,3,1.0,5757.8384,train,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
18.0,0,0.124452048,118.5124,0,1,1.0,1303.6364,train,23,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7.84,1,0.154363209,50.835,0,2,1.0,599.22,train,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
15.15,1,0.066551268,144.676,0,2,1.0,3954.852,train,13,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
15.2,1,0.173703549,175.8054,0,3,0.0,1050.6324,train,22,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
19.85,0,0.054025644,197.2768,0,1,1.0,6503.5344,train,23,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
12.650000000000002,0,0.03523927,231.601,1,3,3.0,5972.226,train,35,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
7.325,0,0.093385381,91.3146,0,1,1.0,1641.8628,train,23,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
5.88,0,0.024937792,148.4392,0,2,1.0,2087.9488,train,18,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
10.695,1,0.060654268,174.7712,0,2,1.0,3339.6528,train,16,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
12.3,0,0.06912336,106.0938,1,3,3.0,2787.0388,train,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
20.25,0,0.025953257,179.5976,0,1,1.0,2535.3664,train,23,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
8.05,1,0.07884393,257.0646,0,2,1.0,8760.5964,train,13,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
11.65,0,0.033851785,112.186,0,2,1.0,1018.674,train,16,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
19.35,0,0.118342285,222.6088,0,2,1.0,1789.6704,train,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
7.235,0,0.058121214,115.8834,0,2,1.0,1382.2008,train,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
12.15,0,0.015457803,209.9928,0,2,1.0,5259.82,train,16,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
8.615,0,0.116152226,94.1436,2,3,1.0,1512.6976,train,33,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
6.765,1,0.087260103,105.0306,0,1,1.0,2090.612,train,23,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
10.3,1,0.0111263,87.254,0,1,1.0,1211.756,train,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
13.15,1,0.038167453,89.4856,0,2,1.0,1230.3984,train,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
8.84,1,0.076547632,109.5228,0,2,1.0,1657.842,train,16,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
8.26,1,0.060907308320413356,122.573,0,2,1.0,739.038,train,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
20.1,0,0.074931201,108.9228,1,3,2.0,1105.228,train,11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
9.695,0,0.060825986585161314,185.1898,0,2,1.0,2619.2572,train,16,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
18.85,0,0.16758389,194.6136,0,1,1.0,2721.7904,train,23,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
18.25,0,0.054318517,140.9154,1,1,1.0,6381.693,train,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
15.849999999999998,1,0.060800116,44.4744,1,3,3.0,769.6648,train,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
5.32,0,0.06024158008435295,101.7674,2,3,1.0,1120.5414,train,33,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8.115,1,0.032152786,157.3972,0,2,1.0,1869.5664,train,16,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
15.1,0,0.055840055,139.8496,0,1,1.0,1411.496,train,23,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
8.42,0,0.070968081,215.9192,0,2,1.0,1941.4728,train,13,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
9.0,0,0.081996013,216.2534,0,2,1.0,4301.068,train,16,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
8.18,1,0.082737261,57.3588,1,3,2.0,343.5528,train,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
7.8549999999999995,0,0.011206632,191.4188,1,3,3.0,3998.7948,train,35,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
15.35,0,0.014047825,36.719,0,2,1.0,585.904,train,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
20.6,1,0.045982389,177.0344,2,3,1.0,535.3032,train,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
9.3,0,0.042256257,124.4388,2,3,1.0,1609.9044,train,33,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
19.6,0,0.059000064039999967,42.877,1,1,1.0,649.155,train,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
11.3,0,0.056424146,247.8118,0,2,1.0,2223.1062,train,16,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
11.5,0,0.170254469,124.8704,1,3,3.0,2127.8968,train,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
15.3,1,0.084749164,215.5218,0,2,1.0,4060.7142,train,16,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
8.235,0,0.014541462,184.495,0,2,1.0,3844.995,train,13,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
15.2,0,0.091763303,228.5352,0,1,1.0,1832.2816,train,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
16.7,0,0.069851683,110.9912,1,3,3.0,1310.2944,train,35,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
9.0,0,0.039004193,37.019,0,2,1.0,659.142,train,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
9.0,1,0.05060313,150.9024,0,2,1.0,4402.2696,train,18,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
15.35,1,0.113195815,190.8504,0,2,1.0,3643.2576,train,16,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
11.8,1,0.134327613,35.0558,0,1,0.0,33.9558,train,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
20.1,1,0.054584207,193.382,0,2,1.0,4247.804,train,16,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
10.3,1,0.018623146,87.854,0,3,0.0,259.662,train,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
12.35,0,0.093278912,118.7124,0,2,1.0,2607.2728,train,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
8.88,0,0.086957199,152.5682,0,2,1.0,1372.2138,train,18,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
15.85,0,0.13689554,176.437,0,3,0.0,529.311,train,22,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
14.1,0,0.090043082,140.1496,1,3,2.0,846.8976,train,11,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
20.25,0,0.014251461,148.6418,0,2,1.0,2648.5524,train,18,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
16.5,0,0.035711426,93.612,1,1,1.0,1584.604,train,21,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
13.6,1,0.043655155,156.7946,0,1,1.0,3629.2758,train,23,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
9.395,1,0.108568067,42.9112,1,3,3.0,809.6128,train,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
20.35,0,0.090480214,119.5466,0,3,0.0,117.8466,train,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
7.275,0,0.027942357,145.076,0,2,1.0,1611.236,train,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
19.7,0,0.041730507,109.2912,0,2,1.0,2402.2064,train,16,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
19.199999999999996,0,0.099589909,109.1886,1,3,3.0,4225.1668,train,35,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
12.849999999999998,0,0.294939214,47.106,0,1,0.0,139.818,train,35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
14.15,0,0.008829806,196.811,1,3,2.0,4517.453,train,11,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
19.0,0,0.067722325,130.8626,1,3,2.0,1573.9512,train,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
20.35,0,0.060405784,234.5616,1,3,3.0,6796.4864,train,35,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
20.5,0,0.05997634188163007,37.119,1,3,2.0,842.237,train,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6.96,0,0.077193561,89.9146,0,1,1.0,1277.0044,train,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
15.35,0,0.013869039,62.5168,1,3,2.0,447.4176,train,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
17.1,0,0.067290244,114.586,0,2,1.0,1584.604,train,18,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
10.195,1,0.146960375,142.2838,0,2,1.0,1685.8056,train,18,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
11.099999999999998,0,0.018632082,82.9908,0,1,0.0,503.3448,train,35,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
5.78,0,0.096536082,162.8552,1,1,1.0,3574.0144,train,21,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6.385,0,0.084008316,108.2596,0,2,1.0,1186.4556,train,18,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
5.985,0,0.005638944,184.9924,1,3,3.0,3146.5708,train,35,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
9.3,0,0.01601936,248.5092,0,2,1.0,6474.2392,train,16,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
13.65,1,0.13187274,188.024,0,3,0.0,745.696,train,22,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
9.195,0,0.114863923,59.0246,0,2,1.0,1853.5872,train,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9.17,0,0.103138922,141.747,1,1,1.0,3006.087,train,21,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
12.6,0,0.056191301,53.2982,0,2,1.0,736.3748,train,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
14.85,0,0.01867669,188.7214,0,2,1.0,3956.8494,train,13,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
19.35,1,0.021578923,120.5098,0,2,1.0,1807.647,train,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
18.7,0,0.060825986585161314,52.2324,0,2,1.0,467.3916,train,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
5.46,1,0.032242661,187.624,0,2,1.0,3542.056,train,18,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
8.785,0,0.025962714,120.9414,0,2,1.0,1949.4624,train,16,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
12.6,0,0.096407554,210.8612,0,2,1.0,3344.9792,train,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
8.76,0,0.050256604,127.3336,1,3,2.0,2684.5056,train,11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
12.3,1,0.058234621,58.7562,0,2,1.0,592.562,train,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
19.6,0,0.023931217,103.1964,2,3,1.0,736.3748,train,33,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
10.849999999999998,0,0.284065879,105.5622,0,1,0.0,211.7244,train,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8.155,1,0.033692089,76.2354,1,3,2.0,1279.0018,train,11,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
12.8,1,0.023417004,223.8404,1,3,3.0,7201.2928,train,35,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
7.97,0,0.034647829,171.2422,0,2,1.0,3103.9596,train,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
18.85,0,0.142219209,167.6132,1,3,2.0,1522.0188,train,11,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
11.1,0,0.11089655,191.5846,0,2,1.0,2101.9306,train,18,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
9.6,0,0.006708517,164.6184,1,1,1.0,2972.1312,train,21,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
9.27,0,0.103419257,148.105,0,3,0.0,149.805,train,22,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
13.35,0,0.032180494,61.2194,0,1,1.0,433.4358,train,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
11.3,1,0.066717378,260.8962,0,2,1.0,4920.9278,train,16,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
19.0,0,0.128814669,107.6622,0,2,1.0,1164.4842,train,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
12.3,0,0.111500259,35.6874,0,2,1.0,846.8976,train,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6.425,0,0.010497273,118.3808,0,2,1.0,2812.3392,train,13,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
11.5,1,0.020653603,84.954,1,3,2.0,865.54,train,11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
5.19,0,0.042687151,195.911,1,1,1.0,2946.165,train,21,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
12.15,0,0.021705417,163.5184,2,3,1.0,3137.2496,train,33,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
15.25,0,0.026651184,86.6198,1,1,1.0,1657.1762,train,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
11.8,1,0.106968096,221.6772,2,3,1.0,3113.2808,train,33,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
15.7,1,0.030686952,253.4724,0,2,1.0,1510.0344,train,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
16.75,1,0.008191729,103.5674,0,1,1.0,1629.8784,train,23,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
10.8,1,0.048218142,42.2138,1,1,1.0,690.4346,train,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
11.8,1,0.107036943,220.3772,0,2,1.0,4447.544,train,16,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
16.35,0,0.032381325,166.1842,1,3,3.0,5470.8786,train,35,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
7.81,1,0.034043503,168.7158,1,1,1.0,2673.8528,train,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
11.1,1,0.036027524,177.2712,0,1,1.0,3339.6528,train,23,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
12.85,0,0.060825986585161314,38.3164,0,2,1.0,502.0132,train,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
10.5,1,0.02498633,216.7508,0,2,1.0,3038.7112,train,16,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6.135,0,0.115032406,161.0236,0,1,1.0,1288.9888,train,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
15.849999999999998,0,0.068765925,216.9166,1,3,3.0,4354.332,train,35,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
12.150000000000002,0,0.006727008,125.173,1,3,3.0,3202.498,train,35,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
9.3,0,0.016087659,249.6092,1,3,2.0,5976.2208,train,11,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
16.6,0,0.06114206767984445,54.6614,0,2,1.0,884.1824,train,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
8.51,0,0.051936086,142.947,0,2,1.0,3006.087,train,16,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
8.645,0,0.1442339,95.441,0,2,1.0,3282.394,train,13,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8.6,1,0.05443912,128.831,2,3,1.0,1038.648,train,33,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
12.849999999999998,0,0.033059299,196.4768,1,3,3.0,6306.4576,train,35,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
14.5,0,0.089778187,158.4604,0,1,1.0,2693.8268,train,23,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
6.65,0,0.053372768,149.5734,1,1,1.0,2524.0478,train,21,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
20.1,1,0.022406575,225.9036,2,3,1.0,3643.2576,train,33,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
15.25,1,0.065896556,179.266,0,1,1.0,1438.128,train,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
17.7,0,0.088305201,182.3292,0,2,1.0,4195.8716,train,13,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
7.075,0,0.022566975,97.3068,0,1,1.0,1263.6884,train,23,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
11.5,0,0.06024158008435295,129.3652,2,3,1.0,2066.6432,train,33,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5.82,1,0.077756427,254.533,0,2,1.0,1281.665,train,13,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
8.785,0,0.020609218,155.1656,1,1,1.0,4016.1056,train,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
5.465,1,0.06018442366129034,129.1626,0,1,1.0,3672.5528,train,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
8.18,0,0.013066448,140.9154,1,3,3.0,2127.231,train,35,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
14.0,1,0.135118202,52.564,1,3,3.0,2290.352,train,35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
15.7,1,0.030624844,252.2724,0,1,1.0,1258.362,train,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7.39,0,0.092705683,251.9066,2,3,1.0,4267.1122,train,33,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6.549999999999999,0,0.042941559,102.9332,0,1,0.0,102.5332,train,35,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6.8,0,0.03748996,48.6034,0,2,1.0,291.6204,train,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
